timestamp,bus_id,lat,err,anom
1762788062.332036,bus-kx9rd,5.2003478605037925,0,0
1762788062.3562696,bus-ofn1v,3.6724911801763414,0,0
1762788062.380341,bus-vmyzz,4.8266966396891355,0,0
1762788062.403697,bus-50le7,3.312287104091131,0,0
1762788062.5247638,bus-6ixqv,4.883981551353052,1,0
1762788062.5486946,bus-3hk2k,4.47665780517341,0,0
1762788062.572865,bus-b87bn,5.847365876147872,0,0
1762788062.5962677,bus-h81sz,4.864559682624776,0,0
1762788063.1007688,bus-kx9rd,5.2003478605037925,0,0
1762788063.1010888,bus-ofn1v,3.6724911801763414,0,0
1762788063.1013505,bus-vmyzz,4.8266966396891355,0,0
1762788063.1016064,bus-50le7,3.312287104091131,0,0
1762788063.1018763,bus-6ixqv,4.883981551353052,1,0
1762788063.1021478,bus-3hk2k,4.47665780517341,0,0
1762788063.1023455,bus-b87bn,5.847365876147872,0,0
1762788063.1025329,bus-h81sz,4.864559682624776,0,0
1762788063.6072087,bus-kx9rd,5.2003478605037925,0,0
1762788063.607502,bus-ofn1v,3.6724911801763414,0,0
1762788063.6077673,bus-vmyzz,4.8266966396891355,0,0
1762788063.6080334,bus-50le7,3.312287104091131,0,0
1762788063.6082952,bus-6ixqv,4.883981551353052,1,0
1762788063.6085672,bus-3hk2k,4.47665780517341,0,0
1762788063.6088288,bus-b87bn,5.847365876147872,0,0
1762788063.6090887,bus-h81sz,4.864559682624776,0,0
1762788064.1141284,bus-kx9rd,5.2003478605037925,0,0
1762788064.1144702,bus-ofn1v,3.6724911801763414,0,0
1762788064.1147656,bus-vmyzz,4.8266966396891355,0,0
1762788064.1150582,bus-50le7,3.312287104091131,0,0
1762788064.115331,bus-6ixqv,4.883981551353052,1,0
1762788064.115635,bus-3hk2k,4.47665780517341,0,0
1762788064.11592,bus-b87bn,5.847365876147872,0,0
1762788064.1162174,bus-h81sz,4.864559682624776,0,0
1762788064.63459,bus-kx9rd,5.2003478605037925,0,0
1762788064.634988,bus-ofn1v,3.6724911801763414,0,0
1762788064.6353657,bus-vmyzz,4.8266966396891355,0,0
1762788064.6357327,bus-50le7,3.312287104091131,0,0
1762788064.6360993,bus-6ixqv,4.883981551353052,1,0
1762788064.6364737,bus-3hk2k,4.47665780517341,0,0
1762788064.6368334,bus-b87bn,5.847365876147872,0,0
1762788064.637208,bus-h81sz,4.864559682624776,0,0
1762788065.1434371,bus-kx9rd,5.856828432997654,0,0
1762788065.1438303,bus-ofn1v,4.314268406140657,0,0
1762788065.1442084,bus-vmyzz,4.778395343756247,0,0
1762788065.1445806,bus-50le7,5.243515745557408,0,0
1762788065.1449835,bus-6ixqv,4.738863965721721,0,0
1762788065.1453671,bus-3hk2k,4.809577672000296,0,0
1762788065.1457407,bus-b87bn,5.139169175814702,0,0
1762788065.1461225,bus-h81sz,6.1523301338962035,0,0
1762788065.6521056,bus-kx9rd,5.856828432997654,0,0
1762788065.6524684,bus-ofn1v,4.314268406140657,0,0
1762788065.6527965,bus-vmyzz,4.778395343756247,0,0
1762788065.6531093,bus-50le7,5.243515745557408,0,0
1762788065.6534398,bus-6ixqv,4.738863965721721,0,0
1762788065.6537619,bus-3hk2k,4.809577672000296,0,0
1762788065.6540828,bus-b87bn,5.139169175814702,0,0
1762788065.6544044,bus-h81sz,6.1523301338962035,0,0
1762788066.1641746,bus-kx9rd,5.856828432997654,0,0
1762788066.1645663,bus-ofn1v,4.314268406140657,0,0
1762788066.164939,bus-vmyzz,4.778395343756247,0,0
1762788066.1653192,bus-50le7,5.243515745557408,0,0
1762788066.1657038,bus-6ixqv,4.738863965721721,0,0
1762788066.1660805,bus-3hk2k,4.809577672000296,0,0
1762788066.1664836,bus-b87bn,5.139169175814702,0,0
1762788066.1668634,bus-h81sz,6.1523301338962035,0,0
1762788066.6729357,bus-kx9rd,5.856828432997654,0,0
1762788066.6733148,bus-ofn1v,4.314268406140657,0,0
1762788066.6736803,bus-vmyzz,4.778395343756247,0,0
1762788066.6740422,bus-50le7,5.243515745557408,0,0
1762788066.674408,bus-6ixqv,4.738863965721721,0,0
1762788066.6748102,bus-3hk2k,4.809577672000296,0,0
1762788066.6751742,bus-b87bn,5.139169175814702,0,0
1762788066.675523,bus-h81sz,6.1523301338962035,0,0
1762788067.181503,bus-kx9rd,5.856828432997654,0,0
1762788067.181888,bus-ofn1v,4.314268406140657,0,0
1762788067.1822484,bus-vmyzz,4.778395343756247,0,0
1762788067.1826262,bus-50le7,5.243515745557408,0,0
1762788067.1829958,bus-6ixqv,4.738863965721721,0,0
1762788067.1833568,bus-3hk2k,4.809577672000296,0,0
1762788067.1837165,bus-b87bn,5.139169175814702,0,0
1762788067.1840725,bus-h81sz,6.1523301338962035,0,0
1762788067.6944642,bus-kx9rd,5.856828432997654,0,0
1762788067.694855,bus-ofn1v,4.314268406140657,0,0
1762788067.6952271,bus-vmyzz,4.778395343756247,0,0
1762788067.6955962,bus-50le7,5.243515745557408,0,0
1762788067.6959598,bus-6ixqv,4.738863965721721,0,0
1762788067.6963382,bus-3hk2k,4.809577672000296,0,0
1762788067.696712,bus-b87bn,5.139169175814702,0,0
1762788067.6970735,bus-h81sz,6.1523301338962035,0,0
1762788068.2029953,bus-kx9rd,5.856828432997654,0,0
1762788068.2033844,bus-ofn1v,4.314268406140657,0,0
1762788068.2037618,bus-vmyzz,4.778395343756247,0,0
1762788068.2041318,bus-50le7,5.243515745557408,0,0
1762788068.2044985,bus-6ixqv,4.738863965721721,0,0
1762788068.204867,bus-3hk2k,4.809577672000296,0,0
1762788068.2052407,bus-b87bn,5.139169175814702,0,0
1762788068.2056005,bus-h81sz,6.1523301338962035,0,0
1762788068.711123,bus-kx9rd,5.856828432997654,0,0
1762788068.7113533,bus-ofn1v,4.314268406140657,0,0
1762788068.7115705,bus-vmyzz,4.778395343756247,0,0
1762788068.7117825,bus-50le7,5.243515745557408,0,0
1762788068.7119966,bus-6ixqv,4.738863965721721,0,0
1762788068.7122264,bus-3hk2k,4.809577672000296,0,0
1762788068.7124536,bus-b87bn,5.139169175814702,0,0
1762788068.7126634,bus-h81sz,6.1523301338962035,0,0
1762788069.2208474,bus-kx9rd,5.856828432997654,0,0
1762788069.2212768,bus-ofn1v,4.314268406140657,0,0
1762788069.22166,bus-vmyzz,4.778395343756247,0,0
1762788069.2220268,bus-50le7,5.243515745557408,0,0
1762788069.2223954,bus-6ixqv,4.738863965721721,0,0
1762788069.2228167,bus-3hk2k,4.809577672000296,0,0
1762788069.2231858,bus-b87bn,5.139169175814702,0,0
1762788069.2235506,bus-h81sz,6.1523301338962035,0,0
1762788069.7295024,bus-kx9rd,5.856828432997654,0,0
1762788069.729881,bus-ofn1v,4.314268406140657,0,0
